image_id,source_url,download_url,license,author,country,region,city,capture_context,damage_labels,split,license_ok,privacy_checked,notes
commons_56278536,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B4%D0%B0%D1%80_-_panoramio_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B4%D0%B0%D1%80_-_panoramio_%282%29.jpg,CC-BY-3.0,Бауржан Байжанов,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Павлодар - panoramio (2).jpg MIME: image/jpeg Privacy review still required before publication.
commons_55920732,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_-_panoramio_(7).jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_-_panoramio_%287%29.jpg,CC-BY-3.0,Uralsk Review,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Старое здание - panoramio (7).jpg MIME: image/jpeg Privacy review still required before publication.
commons_55920751,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_-_panoramio_(8).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%B5_%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_-_panoramio_%288%29.jpg,CC-BY-3.0,Uralsk Review,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Старое здание - panoramio (8).jpg MIME: image/jpeg Privacy review still required before publication.
commons_59064734,https://commons.wikimedia.org/wiki/File:%D0%A3%D0%BB%D0%B8%D1%86%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2_%D1%81%D0%B5%D0%BB%D0%B5_%D0%9C%D0%B8%D1%87%D1%83%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/%D0%A3%D0%BB%D0%B8%D1%86%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2_%D1%81%D0%B5%D0%BB%D0%B5_%D0%9C%D0%B8%D1%87%D1%83%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_-_panoramio.jpg,CC-BY-3.0,Uralsk Review,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Улица Казахстанская в селе Мичуринское - panoramio.jpg MIME: image/jpeg Privacy review still required before publication.
commons_58975570,https://commons.wikimedia.org/wiki/File:%D0%A3%D0%BB%D0%B8%D1%86%D0%B0_%D0%A1%D0%B0%D0%BC%D0%B0%D1%80_(%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F)_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/%D0%A3%D0%BB%D0%B8%D1%86%D0%B0_%D0%A1%D0%B0%D0%BC%D0%B0%D1%80_%28%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F%29_-_panoramio.jpg,CC-BY-3.0,Uralsk Review,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Улица Самар (Самарская) - panoramio.jpg MIME: image/jpeg Privacy review still required before publication.
commons_59164332,https://commons.wikimedia.org/wiki/File:%D0%AD%D0%BD%D0%B8-%D0%91%D0%B5%D0%BD%D0%B8_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/%D0%AD%D0%BD%D0%B8-%D0%91%D0%B5%D0%BD%D0%B8_-_panoramio.jpg,CC-BY-3.0,Uralsk Review,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Эни-Бени - panoramio.jpg MIME: image/jpeg Privacy review still required before publication.
commons_117935298,https://commons.wikimedia.org/wiki/File:%D2%9A%D2%B1%D0%BB%D0%B0%D0%BD_%D0%B0%D1%83%D1%8B%D0%BB%D1%8B%D0%BD%D0%B0_%D0%BA%D1%96%D1%80%D0%B3%D0%B5%D0%BD_%D0%BA%D0%B5%D0%B7%D0%B4%D0%B5%D0%B3%D1%96_%D0%B0%D1%80%D0%BA%D0%B0.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/%D2%9A%D2%B1%D0%BB%D0%B0%D0%BD_%D0%B0%D1%83%D1%8B%D0%BB%D1%8B%D0%BD%D0%B0_%D0%BA%D1%96%D1%80%D0%B3%D0%B5%D0%BD_%D0%BA%D0%B5%D0%B7%D0%B4%D0%B5%D0%B3%D1%96_%D0%B0%D1%80%D0%BA%D0%B0.jpg,CC-BY-SA-4.0,Bbj,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Құлан ауылына кірген кездегі арка.jpg MIME: image/jpeg Privacy review still required before publication.
commons_120013831,https://commons.wikimedia.org/wiki/File:22_%D0%92_%D0%B4%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5_%D0%B7%D0%B0%D0%BC%D0%BA%D0%BE%D0%B2.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/22_%D0%92_%D0%B4%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5_%D0%B7%D0%B0%D0%BC%D0%BA%D0%BE%D0%B2.jpg,CC-BY-SA-4.0,Marat Rysbekov,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:22 В долине замков.jpg MIME: image/jpeg Privacy review still required before publication.
commons_2875699,https://commons.wikimedia.org/wiki/File:E8399-Korday-House-of-Culture.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/E8399-Korday-House-of-Culture.jpg,CC-BY-SA-3.0,Vmenkov,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:E8399-Korday-House-of-Culture.jpg MIME: image/jpeg Privacy review still required before publication.
commons_56524329,"https://commons.wikimedia.org/wiki/File:Glubokoye_District,_070000,_Kazakhstan_-_panoramio_(12).jpg",https://upload.wikimedia.org/wikipedia/commons/c/c5/Glubokoye_District%2C_070000%2C_Kazakhstan_-_panoramio_%2812%29.jpg,CC-BY-3.0,Михаил Сычёв,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,"Collected from Category:Roads in Kazakhstan Commons title: File:Glubokoye District, 070000, Kazakhstan - panoramio (12).jpg MIME: image/jpeg Privacy review still required before publication."
commons_54248810,https://commons.wikimedia.org/wiki/File:Kyzylorda_aerial_view.png,https://upload.wikimedia.org/wikipedia/commons/3/34/Kyzylorda_aerial_view.png,CC-BY-SA-4.0,kyselak,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Kyzylorda aerial view.png MIME: image/png Privacy review still required before publication. Triage warning: likely non-photo or map/diagram asset.
commons_169208257,https://commons.wikimedia.org/wiki/File:Muztau.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Muztau.jpg,CC-BY-SA-4.0,Rau dem,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Muztau.jpg MIME: image/jpeg Privacy review still required before publication.
commons_149518383,https://commons.wikimedia.org/wiki/File:%D0%91%D0%B0%D1%8F%D0%BD%D0%B0%D1%83%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%BD%D0%B0_%D0%9A%D0%BE%D0%BD%D1%8B%D1%80-%D0%90%D1%83%D0%BB%D0%B8%D0%B5.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/%D0%91%D0%B0%D1%8F%D0%BD%D0%B0%D1%83%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%BD%D0%B0_%D0%9A%D0%BE%D0%BD%D1%8B%D1%80-%D0%90%D1%83%D0%BB%D0%B8%D0%B5.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Баянаульский национальный парк дорога на Коныр-Аулие.jpg MIME: image/jpeg Privacy review still required before publication.
commons_133180225,https://commons.wikimedia.org/wiki/File:%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%B8%D0%B5_%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B5_%D1%81%D0%BE%D1%81%D0%BD%D1%8B_%D0%A8%D0%B0%D0%BB%D0%B4%D0%B0%D1%8F_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%B8%D0%B5_%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B5_%D1%81%D0%BE%D1%81%D0%BD%D1%8B_%D0%A8%D0%B0%D0%BB%D0%B4%D0%B0%D1%8F_%281%29.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Высокие темные сосны Шалдая (1).jpg MIME: image/jpeg Privacy review still required before publication.
commons_133867532,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%9F%D0%BE%D0%B9%D0%BC%D0%B0_%D1%80%D0%B5%D0%BA%D0%B8_%D0%98%D1%80%D1%82%D1%8B%D1%88.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%9F%D0%BE%D0%B9%D0%BC%D0%B0_%D1%80%D0%B5%D0%BA%D0%B8_%D0%98%D1%80%D1%82%D1%8B%D1%88.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Дорога Пойма реки Иртыш.jpg MIME: image/jpeg Privacy review still required before publication.
commons_134274677,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%BD%D0%B0_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B3%D0%BE%D1%80%D0%BD%D0%BE%D0%B5_%D0%BF%D0%BB%D0%B0%D1%82%D0%BE_%D0%90%D1%81%D1%8B.jpg,https://upload.wikimedia.org/wikipedia/commons/d/da/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%BD%D0%B0_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B3%D0%BE%D1%80%D0%BD%D0%BE%D0%B5_%D0%BF%D0%BB%D0%B0%D1%82%D0%BE_%D0%90%D1%81%D1%8B.jpg,CC-BY-SA-4.0,Arba Travel,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Дорога на высокогорное плато Асы.jpg MIME: image/jpeg Privacy review still required before publication.
commons_133154821,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%BD%D0%B0_%D0%BE%D0%B7.%D0%A8%D0%B0%D0%B9%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D0%BB%D1%8C.jpg,https://upload.wikimedia.org/wikipedia/commons/8/89/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%BD%D0%B0_%D0%BE%D0%B7.%D0%A8%D0%B0%D0%B9%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D0%BB%D1%8C.jpg,CC-BY-SA-4.0,Andrygid,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Дорога на оз.Шайтанколь.jpg MIME: image/jpeg Privacy review still required before publication.
commons_133235597,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%BB%D0%B5%D1%81_%D0%95%D1%80%D1%82%D0%B8%D1%81_%D0%9E%D1%80%D0%BC%D0%B0%D0%BD%D1%8B.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%BB%D0%B5%D1%81_%D0%95%D1%80%D1%82%D0%B8%D1%81_%D0%9E%D1%80%D0%BC%D0%B0%D0%BD%D1%8B.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Дорога через лес Ертис Орманы.jpg MIME: image/jpeg Privacy review still required before publication.
commons_149551847,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B8_%D0%9A%D0%BE%D1%80%D0%B3%D0%B0%D0%BB%D0%B6%D1%8B%D0%BD%D0%B0.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B8_%D0%9A%D0%BE%D1%80%D0%B3%D0%B0%D0%BB%D0%B6%D1%8B%D0%BD%D0%B0.jpg,CC-BY-SA-4.0,Sashamuuu,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Дороги Коргалжына.jpg MIME: image/jpeg Privacy review still required before publication.
commons_169707778,https://commons.wikimedia.org/wiki/File:%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F_%D0%BE%D1%81%D0%B5%D0%BD%D1%8C_%D0%B2_%D1%80%D0%BE%D1%89%D0%B5_%D0%91%D0%B0%D1%83%D0%BC%D0%B0.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F_%D0%BE%D1%81%D0%B5%D0%BD%D1%8C_%D0%B2_%D1%80%D0%BE%D1%89%D0%B5_%D0%91%D0%B0%D1%83%D0%BC%D0%B0.jpg,CC-BY-SA-4.0,Игорь Улитин,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Золотая осень в роще Баума.jpg MIME: image/jpeg Privacy review still required before publication.
commons_97847764,https://commons.wikimedia.org/wiki/File:A-20_and_P-37_roads_KZ.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/A-20_and_P-37_roads_KZ.jpg,CC-BY-SA-4.0,Master lpc,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:A-20 and P-37 roads KZ.jpg MIME: image/jpeg Privacy review still required before publication.
commons_83574150,https://commons.wikimedia.org/wiki/File:E_38_Kazakhstan.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/E_38_Kazakhstan.jpg,CC-BY-SA-4.0,Davide Mauro,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:E 38 Kazakhstan.jpg MIME: image/jpeg Privacy review still required before publication.
commons_149508115,"https://commons.wikimedia.org/wiki/File:%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,_%D0%9A%D0%B0%D1%80%D0%B0%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BA%D0%B0%D0%B7%D0%BD%D0%B8%D0%BA,_%D0%B7%D0%B0%D1%80%D0%BE%D1%81%D0%BB%D0%B8_%D1%81%D0%B0%D0%BA%D1%81%D0%B0%D1%83%D0%BB%D0%B0_(1).jpg",https://upload.wikimedia.org/wikipedia/commons/8/8c/%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%2C_%D0%9A%D0%B0%D1%80%D0%B0%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BA%D0%B0%D0%B7%D0%BD%D0%B8%D0%BA%2C_%D0%B7%D0%B0%D1%80%D0%BE%D1%81%D0%BB%D0%B8_%D1%81%D0%B0%D0%BA%D1%81%D0%B0%D1%83%D0%BB%D0%B0_%281%29.jpg,CC-BY-SA-4.0,ElenaLitera,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,"Collected from Category:Roads in Kazakhstan Commons title: File:Казахстан, Караойский заказник, заросли саксаула (1).jpg MIME: image/jpeg Privacy review still required before publication."
commons_149848764,"https://commons.wikimedia.org/wiki/File:%D0%9A%D0%B0%D1%80%D0%B0%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BA%D0%B0%D0%B7%D0%BD%D0%B8%D0%BA,_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_(1).jpg",https://upload.wikimedia.org/wikipedia/commons/e/e1/%D0%9A%D0%B0%D1%80%D0%B0%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BA%D0%B0%D0%B7%D0%BD%D0%B8%D0%BA%2C_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%281%29.jpg,CC-BY-SA-4.0,Nikolai Bulykin,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,"Collected from Category:Roads in Kazakhstan Commons title: File:Караойский заказник, дорога (1).jpg MIME: image/jpeg Privacy review still required before publication."
commons_149848763,"https://commons.wikimedia.org/wiki/File:%D0%9A%D0%B0%D1%80%D0%B0%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BA%D0%B0%D0%B7%D0%BD%D0%B8%D0%BA,_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_(2).jpg",https://upload.wikimedia.org/wikipedia/commons/a/ad/%D0%9A%D0%B0%D1%80%D0%B0%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BA%D0%B0%D0%B7%D0%BD%D0%B8%D0%BA%2C_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%282%29.jpg,CC-BY-SA-4.0,Nikolai Bulykin,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,"Collected from Category:Roads in Kazakhstan Commons title: File:Караойский заказник, дорога (2).jpg MIME: image/jpeg Privacy review still required before publication."
commons_133869618,https://commons.wikimedia.org/wiki/File:%D0%9B%D0%B5%D1%81_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B8_%D0%9E%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D1%81%D0%BE%D0%BF%D0%BA%D0%B0_(%D1%88%D0%BB%D0%B5%D0%BC)_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/%D0%9B%D0%B5%D1%81_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B8_%D0%9E%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D1%81%D0%BE%D0%BF%D0%BA%D0%B0_%28%D1%88%D0%BB%D0%B5%D0%BC%29_%281%29.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Лес внутри Острая сопка (шлем) (1).jpg MIME: image/jpeg Privacy review still required before publication.
commons_133869620,https://commons.wikimedia.org/wiki/File:%D0%9B%D0%B5%D1%81_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B8_%D0%9E%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D1%81%D0%BE%D0%BF%D0%BA%D0%B0_(%D1%88%D0%BB%D0%B5%D0%BC)_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/%D0%9B%D0%B5%D1%81_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B8_%D0%9E%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D1%81%D0%BE%D0%BF%D0%BA%D0%B0_%28%D1%88%D0%BB%D0%B5%D0%BC%29_%282%29.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Лес внутри Острая сопка (шлем) (2).jpg MIME: image/jpeg Privacy review still required before publication.
commons_133869632,https://commons.wikimedia.org/wiki/File:%D0%9B%D0%B5%D1%81_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B8_%D0%9E%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D1%81%D0%BE%D0%BF%D0%BA%D0%B0_(%D1%88%D0%BB%D0%B5%D0%BC)_(3).jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/%D0%9B%D0%B5%D1%81_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B8_%D0%9E%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D1%81%D0%BE%D0%BF%D0%BA%D0%B0_%28%D1%88%D0%BB%D0%B5%D0%BC%29_%283%29.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Лес внутри Острая сопка (шлем) (3).jpg MIME: image/jpeg Privacy review still required before publication.
commons_168438457,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6%D0%B8_%D0%A7%D0%B0%D1%80%D1%8B%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BA%D0%B0%D0%BD%D1%8C%D0%BE%D0%BD%D0%B0_1.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2b/%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6%D0%B8_%D0%A7%D0%B0%D1%80%D1%8B%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BA%D0%B0%D0%BD%D1%8C%D0%BE%D0%BD%D0%B0_1.jpg,CC-BY-SA-4.0,Exxocette,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Пейзажи Чарынского каньона 1.jpg MIME: image/jpeg Privacy review still required before publication.
commons_168438475,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6%D0%B8_%D0%A7%D0%B0%D1%80%D1%8B%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BA%D0%B0%D0%BD%D1%8C%D0%BE%D0%BD%D0%B0_7.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6%D0%B8_%D0%A7%D0%B0%D1%80%D1%8B%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BA%D0%B0%D0%BD%D1%8C%D0%BE%D0%BD%D0%B0_7.jpg,CC-BY-SA-4.0,Exxocette,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Пейзажи Чарынского каньона 7.jpg MIME: image/jpeg Privacy review still required before publication.
commons_168437512,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%BE%D0%B9%D0%BC%D0%B0_%D1%80%D0%B5%D0%BA%D0%B8_%D0%98%D1%80%D1%82%D1%8B%D1%88_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%BF%D0%BE%D0%BB%D0%B5.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%9F%D0%BE%D0%B9%D0%BC%D0%B0_%D1%80%D0%B5%D0%BA%D0%B8_%D0%98%D1%80%D1%82%D1%8B%D1%88_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%BF%D0%BE%D0%BB%D0%B5.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Пойма реки Иртыш дорога через поле.jpg MIME: image/jpeg Privacy review still required before publication.
commons_59142247,"https://commons.wikimedia.org/wiki/File:%D0%9F%D0%BE%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D0%BE%D0%B5_070000,_Kazakhstan_-_panoramio_(20).jpg",https://upload.wikimedia.org/wikipedia/commons/5/54/%D0%9F%D0%BE%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D0%BE%D0%B5_070000%2C_Kazakhstan_-_panoramio_%2820%29.jpg,CC-BY-3.0,Михаил Сычёв,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,"Collected from Category:Roads in Kazakhstan Commons title: File:Поперечное 070000, Kazakhstan - panoramio (20).jpg MIME: image/jpeg Privacy review still required before publication."
commons_120358111,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%B2_%D1%82%D1%83%D0%BC%D0%B0%D0%BD.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/%D0%9F%D1%80%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%B2_%D1%82%D1%83%D0%BC%D0%B0%D0%BD.jpg,CC-BY-SA-4.0,Ivan ideia,Kazakhstan,,,wikimedia-commons:Roads in Kazakhstan,unknown,,true,false,Collected from Category:Roads in Kazakhstan Commons title: File:Просёлочная дорога в туман.jpg MIME: image/jpeg Privacy review still required before publication.
